date,gold_price,gold_price_mom,gold_price_yoy,gold_volatility_1m,gold_volatility_3m,gold_price_30d_avg,gold_price_90d_avg,gold_price_180d_avg,gold_trend
1995-01-31,13534.581,1.2777055105742008,13.693327371872057,497.9620942562758,2503.6581566187688,12151.739245666668,9257.928339000002,6836.555192944445,5315.184052722223
1995-02-28,14294.581,5.6152458653873305,20.37152853956603,633.2069767258498,2536.9721942333717,12218.102245333335,9348.469494111112,6891.358656388888,5326.743588944447
1995-03-31,14788.7011,3.456695232969764,25.14182060243928,784.7746231391828,2577.3710848174514,12314.228486666663,9444.703943333336,6950.683451722223,5363.545034944442
1995-04-28,13584.9414,-8.139725672053789,12.50706660886005,787.3114114238833,2586.7638976918124,12394.663898,9529.480566444445,7003.41611488889,5391.247783111111
1995-05-31,13425.6724,-1.1723937211830735,9.341222685894458,787.5641259814452,2590.487035243784,12460.993471000002,9612.590812111112,7055.182042777779,5405.811428222222
1995-06-30,13662.1664,1.7615058147851137,12.89921444936326,804.3595752388237,2600.28843626576,12525.579582333334,9694.873245333332,7108.671592944445,5416.907989388888
1995-07-31,13450.0535,-1.5525568477924525,10.546368444599707,816.0760127222833,2604.217889993683,12572.643940999998,9774.617809333336,7161.348477500001,5411.295463499998
1995-08-31,13582.6094,0.9855418047221898,12.081402336027436,831.959892750269,2604.948844491175,12620.880656,9857.812574666666,7216.629054222222,5404.251601777777
1995-09-29,13791.0401,1.5345409255455689,13.87388628034052,849.3742739485747,2602.914215930871,12681.251364,9945.569246888888,7272.662434222223,5408.588929777777
1995-10-31,13670.9014,-0.8711358906134947,7.469893001476446,859.3774601260542,2598.04196593713,12735.22432,10030.680122222224,7326.172561277779,5409.051758722222
1995-11-30,13586.4374,-0.6178378259680817,2.575660930723145,855.5717639926241,2589.089387573165,12793.626066666668,10114.825846222222,7379.438326666667,5414.18774
